#Priority,Is Equal To,Low
Case ID,Case Type,Case Status,Case Description,Priority,CreateUserId,Investigator,Create Date,Updated By,Transaction Type,Transaction Amount,Transaction Direction,Transaction Currency,Swift Reference,Party Name,Party Number,Locked By,Ecm Last Status Date,Hits Count,Durations In Seconds,Durations In Minutes,Durations In Hours,Durations In Days
DELTA-3843,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:26:15,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3838,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:26:31,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3851,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:26:37,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3850,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:28:02,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3841,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:28:48,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3871,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:29:12,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3857,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:30:23,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3876,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:30:31,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3860,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:32:27,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3890,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,10/12/2020 14:32:51,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3904,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:07:36,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3898,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:07:53,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3899,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:08:09,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3912,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:08:21,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3913,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:08:31,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3902,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:08:41,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3900,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:08:45,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3917,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:08:47,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3911,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:08:55,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3918,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:09:01,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3921,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:09:02,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3928,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:09:11,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3923,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:09:17,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3932,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:09:32,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3933,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:09:49,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3942,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:09:54,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3939,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:10:10,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3960,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:10:41,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3953,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:11:20,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3903,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:11:26,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3964,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:11:57,deltaadmin,Unknown,,,,,,,,,,,,,
WEB-3967,Sanction Web search,Sanction New,Manual Search,Low,webadmin,,08/12/2020 15:15:03,webadmin,Unknown,,,,,,,,,,,,,
DELTA-3956,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:17:17,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3934,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:17:22,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3905,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:17:40,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3977,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:21:31,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3973,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:21:58,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3955,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:22:50,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3978,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:25:31,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3958,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:27:29,deltaadmin,Unknown,,,,,,,,,,,,,
DELTA-3979,Sanction DELTA,Sanction New,Initial,Low,deltaadmin,,08/12/2020 15:28:24,deltaadmin,Unknown,,,,,,,,,,,,,
SWIFT-4001,Sanction SWIFT,Sanction New,MT420_SWIFTIN_2020811195137_SWIFTIN_202081216330.OUT,Low,swiftadmin,,08/12/2020 16:04:41,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-3999,Sanction SWIFT,Sanction New,MT400A_4_SWIFTIN_2020811195141_SWIFTIN_202081216329.out,Low,swiftadmin,,08/12/2020 16:05:02,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4340,Sanction SWIFT,Sanction New,2103D0D0FFFD320D_SWIFTIN_2020812164716.txt,Low,swiftadmin,,08/12/2020 16:47:29,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4343,Sanction SWIFT,Sanction New,20E022E6FFFD31A4_SWIFTIN_2020812165037.txt,Low,swiftadmin,,08/12/2020 16:51:06,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4355,Sanction SWIFT,Sanction New,2110DFA0FFFD327D_SWIFTIN_2020812165038.txt,Low,swiftadmin,,08/12/2020 16:51:12,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4342,Sanction SWIFT,Sanction New,211091D2FFFD3239_SWIFTIN_2020812165037.txt,Low,swiftadmin,,08/12/2020 16:51:12,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4351,Sanction SWIFT,Sanction New,2110C4B8FFFD3250_SWIFTIN_2020812165038.txt,Low,swiftadmin,,08/12/2020 16:51:14,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4359,Sanction SWIFT,Sanction New,210368E1FFFD31C6_SWIFTIN_2020812165039.txt,Low,swiftadmin,,08/12/2020 16:51:15,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4348,Sanction SWIFT,Sanction New,2103D0D0FFFD320D_SWIFTIN_2020812165038.txt,Low,swiftadmin,,08/12/2020 16:51:18,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4354,Sanction SWIFT,Sanction New,2110DF23FFFD327B_SWIFTIN_2020812165038.txt,Low,swiftadmin,,08/12/2020 16:51:18,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4357,Sanction SWIFT,Sanction New,2110E028FFFD327E_SWIFTIN_2020812165039.txt,Low,swiftadmin,,08/12/2020 16:51:22,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4347,Sanction SWIFT,Sanction New,210B4DDAFFFD3213_SWIFTIN_2020812165037.txt,Low,swiftadmin,,08/12/2020 16:51:26,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4352,Sanction SWIFT,Sanction New,2110DF5AFFFD327C_SWIFTIN_2020812165038.txt,Low,swiftadmin,,08/12/2020 16:52:39,swiftadmin,Unknown,,Output,,,,,,,,,,,
SWIFT-4350,Sanction SWIFT,Sanction New,2110C4B8FFFD324F_SWIFTIN_2020812165038.txt,Low,swiftadmin,,08/12/2020 16:53:12,swiftadmin,Unknown,,Output,,,,,,,,,,,
WEB-17585,Sanction Web search,Sanction New,Manual Search,Low,webadmin,,08/30/2021 14:11:24,webadmin,Unknown,0,,,,,,,,1,,,,
WEB-17630,Sanction Web search,Sanction New,Manual Search,Low,webadmin,,10/06/2021 14:34:14,webadmin,Unknown,0,,,,,,,,1,,,,
WEB-17636,Sanction Web search,Sanction Terminated,Manual Search,Low,webadmin,admin,10/06/2021 14:50:28,admin,Unknown,0,,,,,,,10/06/2021 15:17:43,1,1635,27,1,0
WL-172886,Sanction White List,Sanction Closed,whitelist,Low,admin,admin,10/06/2021 15:20:17,admin,Unknown,,,,,,,,10/06/2021 15:21:15,,58,1,0,0
WEB-17639,Sanction Web search,Sanction Closed,Manual Search,Low,webadmin,admin,10/06/2021 16:25:44,admin,Unknown,0,,,,,,,10/06/2021 17:09:11,1,2607,44,1,0
WL-172890,Sanction White List,Sanction Closed,whitelist,Low,admin,admin,10/06/2021 17:11:12,admin,Unknown,,,,,,,,10/06/2021 17:12:24,,72,1,0,0
WEB-17662,Sanction Web search,Sanction New,Manual Search,Low,webadmin,,10/06/2021 19:18:27,webadmin,Unknown,0,,,,,,,,1,,,,
WEB-17667,Sanction Web search,Sanction New,Manual Search,Low,webadmin,,10/06/2021 19:21:33,webadmin,Unknown,0,,,,,,,,1,,,,
WL-172930,Sanction White List,Sanction Closed,whitelist,Low,admin,admin,10/06/2021 22:55:16,admin,Unknown,,,,,,,,10/06/2021 22:56:18,,62,1,0,0
WEB-17740,Sanction Web search,Sanction New,Manual Search,Low,webadmin,,10/07/2021 14:34:02,webadmin,Unknown,0,,,,,,,,1,,,,
WL-172948,Sanction White List,Sanction Closed,whitelist,Low,admin,admin,10/07/2021 14:34:41,admin,Unknown,,,,,,,,10/07/2021 14:35:10,,29,1,0,0
